datasetID,accessible,institution,dataStructure,cdm_data_type,class,title,minLongitude (degrees_east),maxLongitude (degrees_east),longitudeSpacing (degrees_east),minLatitude (degrees_north),maxLatitude (degrees_north),latitudeSpacing (degrees_north),minAltitude (m),maxAltitude (m),minTime (UTC),maxTime (UTC),timeSpacing (seconds),griddap,subset,tabledap,MakeAGraph,sos,wcs,wms,files,fgdc,iso19115,metadata,sourceUrl,infoUrl,rss,email,testOutOfDate,outOfDate,summary
EMSO-AZORES_Seamon-East_Optode-O2_2015-2016,public,Ifremer IPGP,table,TimeSeries,EDDTableFromErddap,"EMSO-Azores, SeaMoN East : Temperature (\u00b0C) and dissolved oxygen concentrations (\u00b5mol/l) data, 2015-2016",-32.28,-32.28,,37.3,37.3,,-1695.0,-1695.0,2015-04-24T16:45:00Z,2016-08-26T23:45:00Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Seamon-East_Optode-O2_2015-2016.subset,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Seamon-East_Optode-O2_2015-2016,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Seamon-East_Optode-O2_2015-2016.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO-AZORES_Seamon-East_Optode-O2_2015-2016_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO-AZORES_Seamon-East_Optode-O2_2015-2016_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO-AZORES_Seamon-East_Optode-O2_2015-2016/index,(local files),https://wwz.ifremer.fr/,https://erddap.emso.eu/erddap/rss/EMSO-AZORES_Seamon-East_Optode-O2_2015-2016.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO-AZORES_Seamon-East_Optode-O2_2015-2016&showErrors=false&email=,,,"This dataset contains temperature (\u00b0C) and dissolved oxygen concentrations (\u00b5mol/l) acquired between April 2015 and September 2016 using an Aanderaa optode (model 3830, sensor head # 1180-520, salinity setting 3.5%, uncorrected for pressure) The sensor. The sensor was positioned on a mussel bed at the base of the Tour Eiffel edifice (1695m depth). Data was acquired every 15 minutes. A two-point calibration at 0% and 100% saturation levels is performed at each maintenance cruise. The optode connected to the TEMPO ecological module is part of the SeaMoN East monitoring node."
EMSO-AZORES_Seamon-East_Optode-O2_2016-2017,public,Ifremer IPGP,table,TimeSeries,EDDTableFromErddap,"EMSO-Azores, SeaMoN East : Temperature (\u00b0C) and dissolved oxygen concentrations (\u00b5mol/l) data, 2016-2017 (Tempo)",-32.28,-32.28,,37.3,37.3,,-1695.0,-1695.0,2016-09-07T00:00:00Z,2017-02-07T00:00:00Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Seamon-East_Optode-O2_2016-2017.subset,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Seamon-East_Optode-O2_2016-2017,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Seamon-East_Optode-O2_2016-2017.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO-AZORES_Seamon-East_Optode-O2_2016-2017_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO-AZORES_Seamon-East_Optode-O2_2016-2017_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO-AZORES_Seamon-East_Optode-O2_2016-2017/index,(local files),https://wwz.ifremer.fr/,https://erddap.emso.eu/erddap/rss/EMSO-AZORES_Seamon-East_Optode-O2_2016-2017.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO-AZORES_Seamon-East_Optode-O2_2016-2017&showErrors=false&email=,,,"This dataset contains temperature (\u00b0C) and dissolved oxygen concentrations (\u00b5mol/l) (and the associated sensor raw data) acquired between September 2016 and February 2017 using an Aanderaa optode (model 4330, sensor head #2133, salinity setting 3.5%, uncorrected for pressure) The sensor. The sensor was positioned on a mussel bed at the base of the Tour Eiffel edifice (1695m depth). Data was acquired every 15 minutes. A two-point calibration at 0% and 100% saturation levels is performed at each maintenance cruise. The optode connected to the TEMPO ecological module is part of the SeaMoN East monitoring node."
EMSO-AZORES_Seamon-East_Optode-O2_2012-2013,public,Ifremer IPGP,table,TimeSeries,EDDTableFromErddap,"EMSO-Azores, SeaMoN East : Temperature (\u00b0C) and dissolved oxygen concentrations, 2012-2013",-32.28,-32.28,,37.3,37.3,,-1695.0,-1695.0,2012-07-16T18:13:03Z,2013-08-28T05:30:04Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Seamon-East_Optode-O2_2012-2013.subset,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Seamon-East_Optode-O2_2012-2013,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Seamon-East_Optode-O2_2012-2013.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO-AZORES_Seamon-East_Optode-O2_2012-2013_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO-AZORES_Seamon-East_Optode-O2_2012-2013_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO-AZORES_Seamon-East_Optode-O2_2012-2013/index,(local files),https://wwz.ifremer.fr/,https://erddap.emso.eu/erddap/rss/EMSO-AZORES_Seamon-East_Optode-O2_2012-2013.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO-AZORES_Seamon-East_Optode-O2_2012-2013&showErrors=false&email=,,,"This dataset contains temperature (\u00b0C) and dissolved oxygen concentrations (\u00b5mol/l) acquired between July 2012 and August 2013 using an Aanderaa optode (model 3830, sensor head # 1180-520, salinity setting 3.5%, uncorrected for pressure). The sensor was positioned on a mussel bed at the base of the Tour Eiffel edifice (1695m depth). Data was acquired every 15 minutes. A two-point calibration at 0% and 100% saturation levels is performed at each maintenance cruise. The optode connected to the TEMPO ecological module is part of the SeaMoN East monitoring node."
EMSO-AZORES_Wetlabs_Turbidity_2011-2012,public,Ifremer IPGP,table,TimeSeries,EDDTableFromErddap,"EMSO-Azores, SeaMoN East : Turbidity (NTU) data, 2011-2012",-32.27562,-32.27562,,37.289,37.289,,-1695.0,-1695.0,2011-07-19T17:15:04Z,2012-07-15T08:15:04Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Wetlabs_Turbidity_2011-2012.subset,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Wetlabs_Turbidity_2011-2012,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Wetlabs_Turbidity_2011-2012.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO-AZORES_Wetlabs_Turbidity_2011-2012_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO-AZORES_Wetlabs_Turbidity_2011-2012_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO-AZORES_Wetlabs_Turbidity_2011-2012/index,(local files),https://wwz.ifremer.fr/,https://erddap.emso.eu/erddap/rss/EMSO-AZORES_Wetlabs_Turbidity_2011-2012.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO-AZORES_Wetlabs_Turbidity_2011-2012&showErrors=false&email=,,,"This dataset contains turbidity (Nephelometric Turbidity Units (NTU)) data acquired between July 2011 and July 2012 using a Wetlabs turbidimeter (ECO-BBRTD, serial # 215R) installed horizontally at 1.5 m height at the top of the SeaMoN East frame. The sensor was not calibrated as the sizes of the natural particles are unknown. Data was acquired every 15 minutes. The instrument is part of the SeaMoN East ecological monitoring node."
EMSO-AZORES_Wetlabs_Turbidity_2012-2013,public,Ifremer IPGP,table,TimeSeries,EDDTableFromErddap,"EMSO-Azores, SeaMoN East : Turbidity (NTU) data, 2012-2013",-32.27562,-32.27562,,37.289,37.289,,-1695.0,-1695.0,2012-07-16T18:00:01Z,2013-08-28T05:30:04Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Wetlabs_Turbidity_2012-2013.subset,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Wetlabs_Turbidity_2012-2013,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Wetlabs_Turbidity_2012-2013.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO-AZORES_Wetlabs_Turbidity_2012-2013_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO-AZORES_Wetlabs_Turbidity_2012-2013_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO-AZORES_Wetlabs_Turbidity_2012-2013/index,(local files),https://wwz.ifremer.fr/,https://erddap.emso.eu/erddap/rss/EMSO-AZORES_Wetlabs_Turbidity_2012-2013.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO-AZORES_Wetlabs_Turbidity_2012-2013&showErrors=false&email=,,,"This dataset contains turbidity (Nephelometric Turbidity Units (NTU)) data acquired between July 2012 and August 2013 using a Wetlabs turbidimeter (ECO-BBRTD, serial # 215R) installed horizontally at 1.5 m height at the top of the SeaMoN East frame. The sensor was not calibrated as the sizes of the natural particles are unknown. Data was acquired every 15 minutes. The instrument is part of the SeaMoN East ecological monitoring node."
EMSO-AZORES_Wetlabs_Turbidity_2013-2014,public,Ifremer IPGP,table,TimeSeries,EDDTableFromErddap,"EMSO-Azores, SeaMoN East : Turbidity (NTU) data, 2013-2014",-32.27562,-32.27562,,37.289,37.289,,-1695.0,-1695.0,2013-08-31T14:45:04Z,2014-02-22T17:45:04Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Wetlabs_Turbidity_2013-2014.subset,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Wetlabs_Turbidity_2013-2014,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Wetlabs_Turbidity_2013-2014.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO-AZORES_Wetlabs_Turbidity_2013-2014_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO-AZORES_Wetlabs_Turbidity_2013-2014_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO-AZORES_Wetlabs_Turbidity_2013-2014/index,(local files),https://wwz.ifremer.fr/,https://erddap.emso.eu/erddap/rss/EMSO-AZORES_Wetlabs_Turbidity_2013-2014.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO-AZORES_Wetlabs_Turbidity_2013-2014&showErrors=false&email=,,,"This dataset contains turbidity (Nephelometric Turbidity Units (NTU)) data acquired between August 2013 and July 2014 using a Wetlabs turbidimeter (ECO-BBRTD, serial # 215R) installed horizontally at 1.5 m height at the top of the SeaMoN East frame. The sensor was not calibrated as the sizes of the natural particles are unknown. Data was acquired every 15 minutes. The instrument is part of the SeaMoN East ecological monitoring node."
EMSO-AZORES_Wetlabs_Turbidity_2015-2016,public,Ifremer IPGP,table,TimeSeries,EDDTableFromErddap,"EMSO-Azores, SeaMoN East : Turbidity (NTU) data, 2015-2016",-32.27562,-32.27562,,37.289,37.289,,-1695.0,-1695.0,2015-04-24T16:30:00Z,2016-08-26T04:15:00Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Wetlabs_Turbidity_2015-2016.subset,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Wetlabs_Turbidity_2015-2016,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Wetlabs_Turbidity_2015-2016.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO-AZORES_Wetlabs_Turbidity_2015-2016_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO-AZORES_Wetlabs_Turbidity_2015-2016_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO-AZORES_Wetlabs_Turbidity_2015-2016/index,(local files),https://wwz.ifremer.fr/,https://erddap.emso.eu/erddap/rss/EMSO-AZORES_Wetlabs_Turbidity_2015-2016.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO-AZORES_Wetlabs_Turbidity_2015-2016&showErrors=false&email=,,,"This dataset contains turbidity (Nephelometric Turbidity Units (NTU)) data acquired between April 2015 and September 2016 using a Wetlabs turbidimeter (ECO-BBRTD, serial # 215R) installed horizontally at 1.5 m height at the top of the SeaMoN East frame. The sensor was not calibrated as the sizes of the natural particles are unknown. Data was acquired every 15 minutes. The instrument is part of the SeaMoN East ecological monitoring node."
EMSO-AZORES_Wetlabs_Turbidity_2016-2017,public,Ifremer IPGP,table,TimeSeries,EDDTableFromErddap,"EMSO-Azores, SeaMoN East : Turbidity (NTU) data, 2016-2017",-32.27562,-32.27562,,37.289,37.289,,-1695.0,-1695.0,2016-09-07T07:30:00Z,2017-02-06T23:45:00Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Wetlabs_Turbidity_2016-2017.subset,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Wetlabs_Turbidity_2016-2017,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Wetlabs_Turbidity_2016-2017.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO-AZORES_Wetlabs_Turbidity_2016-2017_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO-AZORES_Wetlabs_Turbidity_2016-2017_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO-AZORES_Wetlabs_Turbidity_2016-2017/index,(local files),https://wwz.ifremer.fr/,https://erddap.emso.eu/erddap/rss/EMSO-AZORES_Wetlabs_Turbidity_2016-2017.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO-AZORES_Wetlabs_Turbidity_2016-2017&showErrors=false&email=,,,"This dataset contains turbidity (Nephelometric Turbidity Units (NTU)) data acquired between September 2016 and February 2017 using a Wetlabs turbidimeter (ECO-BBRTD, serial # 215R) installed horizontally at 1.5 m height at the top of the SeaMoN East frame. The sensor was not calibrated as the sizes of the natural particles are unknown. Data was acquired every 15 minutes. The instrument is part of the SeaMoN East ecological monitoring node."
EMSO-AZORES_Wetlabs_Turbidity_2017-2018,public,Ifremer IPGP,table,TimeSeries,EDDTableFromErddap,"EMSO-Azores, SeaMoN East : Turbidity (NTU) data, 2017-2018",-31.64,-31.64,,37.8,37.8,,-1695.0,-1695.0,2017-07-15T21:29:59Z,2018-07-23T04:29:59Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Wetlabs_Turbidity_2017-2018.subset,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Wetlabs_Turbidity_2017-2018,https://erddap.emso.eu/erddap/tabledap/EMSO-AZORES_Wetlabs_Turbidity_2017-2018.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO-AZORES_Wetlabs_Turbidity_2017-2018_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO-AZORES_Wetlabs_Turbidity_2017-2018_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO-AZORES_Wetlabs_Turbidity_2017-2018/index,(local files),https://wwz.ifremer.fr/,https://erddap.emso.eu/erddap/rss/EMSO-AZORES_Wetlabs_Turbidity_2017-2018.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO-AZORES_Wetlabs_Turbidity_2017-2018&showErrors=false&email=,,,"This dataset contains turbidity (Nephelometric Turbidity Units (NTU)) data acquired between July 2017 and July 2018 using a Wetlabs turbidimeter (ECO-BBRTD, serial # 215R) installed horizontally at 1.5 m height at the top of the SeaMoN East frame. The sensor was not calibrated as the sizes of the natural particles are unknown. Data was acquired every 15 minutes. The instrument is part of the SeaMoN East ecological monitoring node deployed at ca 10m away from the active hydrothermal edifice Tour Eiffel."
EMSO-LIGURE-NICE_SPF-PZ3L-01_2015-2019,public,Ifremer,table,TimeSeries,EDDTableFromErddap,"EMSO-LIGURE NICE, Pore pressure and temperature data from piezometer SPF-PZ3L-01, 2015-2019",7.217683,7.217683,,43.64325,43.64325,,-0.0,-28.33,2015-10-16T12:07:00Z,2019-06-21T09:09:00Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO-LIGURE-NICE_SPF-PZ3L-01_2015-2019.subset,https://erddap.emso.eu/erddap/tabledap/EMSO-LIGURE-NICE_SPF-PZ3L-01_2015-2019,https://erddap.emso.eu/erddap/tabledap/EMSO-LIGURE-NICE_SPF-PZ3L-01_2015-2019.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO-LIGURE-NICE_SPF-PZ3L-01_2015-2019_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO-LIGURE-NICE_SPF-PZ3L-01_2015-2019_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO-LIGURE-NICE_SPF-PZ3L-01_2015-2019/index,(local files),https://wwz.ifremer.fr/,https://erddap.emso.eu/erddap/rss/EMSO-LIGURE-NICE_SPF-PZ3L-01_2015-2019.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO-LIGURE-NICE_SPF-PZ3L-01_2015-2019&showErrors=false&email=,,,This dataset contains the pressure and temperature data acquired by piezometer SPF-PZ3L from October 2015 following its deployment during the ESS_PENF50_2015 cruise. It operated in an autonomous mode until its connection to the EMSO-Ligure Nice cabled observatory on the 14/09/2016. Sediment pore pressure together with temperature have been measured at 20 different levels below seafloor.
EMSO-LIGURE-NICE_ST4-PZ2L-01B_2014-2019,public,Ifremer,table,TimeSeries,EDDTableFromErddap,"EMSO-LIGURE NICE, Pore pressure and temperature data from piezometer ST4-PZ2L-01B, 2014-2019",7.217683,7.217683,,43.64325,43.64325,,-0.79,-7.04,2014-01-30T00:03:00Z,2019-05-10T07:50:00Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO-LIGURE-NICE_ST4-PZ2L-01B_2014-2019.subset,https://erddap.emso.eu/erddap/tabledap/EMSO-LIGURE-NICE_ST4-PZ2L-01B_2014-2019,https://erddap.emso.eu/erddap/tabledap/EMSO-LIGURE-NICE_ST4-PZ2L-01B_2014-2019.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO-LIGURE-NICE_ST4-PZ2L-01B_2014-2019_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO-LIGURE-NICE_ST4-PZ2L-01B_2014-2019_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO-LIGURE-NICE_ST4-PZ2L-01B_2014-2019/index,(local files),https://wwz.ifremer.fr/,https://erddap.emso.eu/erddap/rss/EMSO-LIGURE-NICE_ST4-PZ2L-01B_2014-2019.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO-LIGURE-NICE_ST4-PZ2L-01B_2014-2019&showErrors=false&email=,,,This dataset contains the pressure and temperature data acquired below seafloor by piezometer ST4-PZ2L-01B since 2016 following its deployment during the STEP 2014 cruise. It operated in an autonomous mode until its connection to the EMSO-Ligure Nice cabled observatory on the 14/09/2016. Sediment pore pressure together with temperature have been measured at 6 different levels below seafloor.
EMSO-LIGURE-NICE_ST4-PZ2L-03_2014-2018,public,Ifremer,table,TimeSeries,EDDTableFromErddap,"EMSO-LIGURE NICE, Pore pressure and temperature data from piezometer ST4-PZ2L-03, 2014-2018",7.217683,7.217683,,43.64325,43.64325,,-0.79,-5.39,2014-01-30T00:03:00Z,2018-08-25T06:37:44Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO-LIGURE-NICE_ST4-PZ2L-03_2014-2018.subset,https://erddap.emso.eu/erddap/tabledap/EMSO-LIGURE-NICE_ST4-PZ2L-03_2014-2018,https://erddap.emso.eu/erddap/tabledap/EMSO-LIGURE-NICE_ST4-PZ2L-03_2014-2018.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO-LIGURE-NICE_ST4-PZ2L-03_2014-2018_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO-LIGURE-NICE_ST4-PZ2L-03_2014-2018_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO-LIGURE-NICE_ST4-PZ2L-03_2014-2018/index,(local files),https://wwz.ifremer.fr/,https://erddap.emso.eu/erddap/rss/EMSO-LIGURE-NICE_ST4-PZ2L-03_2014-2018.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO-LIGURE-NICE_ST4-PZ2L-03_2014-2018&showErrors=false&email=,,,This dataset contains the pressure and temperature data acquired below seafloor by piezometer ST4-PZ2L-03 since January 2014 following its deployment during the STEP 2014 cruise. It operated in an autonomous mode until its connection to the EMSO-Ligure Nice cabled observatory on the 13/09/2017. Sediment pore pressure together with temperature have been measured at 7 different levels below seafloor.
EMSO-LIGURE-NICE_MAR2-PZML-01_2021-2022,public,Ifremer,table,TimeSeries,EDDTableFromErddap,"EMSO-LIGURE NICE, Pressure and temperature data from piezometer MAR2-PZML-01 from July 2021 to September 2024",7.217683,7.217683,,43.64325,43.64325,,-0.79,-7.07,2021-07-25T00:02:00Z,2024-09-16T07:16:00Z,,,https://erddap.emso.eu/erddap/tabledap/EMSO-LIGURE-NICE_MAR2-PZML-01_2021-2022.subset,https://erddap.emso.eu/erddap/tabledap/EMSO-LIGURE-NICE_MAR2-PZML-01_2021-2022,https://erddap.emso.eu/erddap/tabledap/EMSO-LIGURE-NICE_MAR2-PZML-01_2021-2022.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/EMSO-LIGURE-NICE_MAR2-PZML-01_2021-2022_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/EMSO-LIGURE-NICE_MAR2-PZML-01_2021-2022_iso19115.xml,https://erddap.emso.eu/erddap/info/EMSO-LIGURE-NICE_MAR2-PZML-01_2021-2022/index,(local files),https://wwz.ifremer.fr/,https://erddap.emso.eu/erddap/rss/EMSO-LIGURE-NICE_MAR2-PZML-01_2021-2022.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=EMSO-LIGURE-NICE_MAR2-PZML-01_2021-2022&showErrors=false&email=,,,This dataset contains the pressure and temperature data acquired by piezometer MAR2-PZML-01 from July 2021 following its deployment during the MaRoLiS cruise until its recovery in September 2024 during the STEP2024 cruise. It was connected to the EMSO-Ligure Nice cabled observatory. Pressure has been measured together with temperature at seven different levels below seafloor. The P1 and P7 absolute pressure sensors have recorded the ambient pressure of the water column through the seawater-filled interior of the piezometer shaft. The P2 to P6 differential pressure sensors have recorded fluid pressure in the sediment pores relative to the water column pressure.
Emso_Western_Ligurian_Bathybot_Optodes_NetCDF_2023,public,MIO UMR 7294 CNRS / OSU Pytheas,table,TimeSeries,EDDTableFromErddap,EMSO-LO Western Ligurian : BJS_Bathydock Optode sensors (NetCDF files from 2023-09-20),5.9826,5.9826,,42.8014,42.8014,,-2420.0,-2420.0,2023-09-20T13:39:07Z,2024-02-04T19:45:08Z,,,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Bathybot_Optodes_NetCDF_2023.subset,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Bathybot_Optodes_NetCDF_2023,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Bathybot_Optodes_NetCDF_2023.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/Emso_Western_Ligurian_Bathybot_Optodes_NetCDF_2023_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/Emso_Western_Ligurian_Bathybot_Optodes_NetCDF_2023_iso19115.xml,https://erddap.emso.eu/erddap/info/Emso_Western_Ligurian_Bathybot_Optodes_NetCDF_2023/index,(local files),http://www.emso-fr.org/EMSO-France,https://erddap.emso.eu/erddap/rss/Emso_Western_Ligurian_Bathybot_Optodes_NetCDF_2023.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=Emso_Western_Ligurian_Bathybot_Optodes_NetCDF_2023&showErrors=false&email=,now-1day,604.44507,"The European Multidisciplinary Seafloor and water column Observatory (EMSO) is a research infrastructure distributed throughout Europe for seabed and water column observatories.  It aims to further explore the oceans, better understand the phenomena that occur on the seabed, and elucidate the critical role that these phenomena play in global Earth systems.  This observatory is based on observation sites (or nodes) that have been deployed in strategic locations in European seas, from the Arctic to the Atlantic, from the Mediterranean to the Black Sea.  There are currently eleven deep water nodes plus four shallow water test nodes.  EMSO Western Ligurian (EMSO-WL) is one of these permanent underwater observatories located in the Ligurian Sea and is deployed off Toulon, France. This region was chosen for its particular scientific interests such as: seismicity, topography, turbidity, biodiversity, water mass dynamics and organic matter flow.  This underwater observation network is located close by KM3NeT (https://www.km3net.org/) which has a modular topology designed to connect up to 120 neutrino detection units. Earth and Sea Science (ESS) instrumentation at the EMSO-WL station is based on two complementary components: an instrumented interface module (MII) and an autonomous instrumented line (ALBATROSS) as well as a junction box (BJS). The BathyFamily is a package of innovative multi-instrumented platforms to observe the deep sea. BathyBot is an Internet Operated Vehicle (IOV) deployed from a landing station (BathyDock), and close to BathyReef a 3D-printed biomimetic colonizer"
Emso_Western_Ligurian_Bathybot_ADCP_NetCDF_2023,public,MIO UMR 7294 CNRS / OSU Pytheas,table,TimeSeries,EDDTableFromErddap,"EMSO-LO Western Ligurian : BJS_Bathydock, ADCP sensor (NetCDF files from 2023-09-20",5.9829,5.9829,,42.8016,42.8016,,-2325.0,-2420.0,2023-09-21T00:52:32Z,2024-02-04T00:28:01Z,,,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Bathybot_ADCP_NetCDF_2023.subset,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Bathybot_ADCP_NetCDF_2023,https://erddap.emso.eu/erddap/tabledap/Emso_Western_Ligurian_Bathybot_ADCP_NetCDF_2023.graph,,,,,https://erddap.emso.eu/erddap/metadata/fgdc/xml/Emso_Western_Ligurian_Bathybot_ADCP_NetCDF_2023_fgdc.xml,https://erddap.emso.eu/erddap/metadata/iso19115/xml/Emso_Western_Ligurian_Bathybot_ADCP_NetCDF_2023_iso19115.xml,https://erddap.emso.eu/erddap/info/Emso_Western_Ligurian_Bathybot_ADCP_NetCDF_2023/index,(local files),https://www.seadatanet.org/,https://erddap.emso.eu/erddap/rss/Emso_Western_Ligurian_Bathybot_ADCP_NetCDF_2023.rss,https://erddap.emso.eu/erddap/subscriptions/add.html?datasetID=Emso_Western_Ligurian_Bathybot_ADCP_NetCDF_2023&showErrors=false&email=,,,"The European Multidisciplinary Seafloor and water column Observatory (EMSO) is a research infrastructure distributed throughout Europe for seabed and water column observatories.  It aims to further explore the oceans, better understand the phenomena that occur on the seabed, and elucidate the critical role that these phenomena play in global Earth systems.  This observatory is based on observation sites (or nodes) that have been deployed in strategic locations in European seas, from the Arctic to the Atlantic, from the Mediterranean to the Black Sea.  There are currently eleven deep water nodes plus four shallow water test nodes.  EMSO Western Ligurian (EMSO-WL) is one of these permanent underwater observatories located in the Ligurian Sea and is deployed off Toulon, France. This region was chosen for its particular scientific interests such as: seismicity, topography, turbidity, biodiversity, water mass dynamics and organic matter flow.  This underwater observation network is located close by KM3NeT (https://www.km3net.org/) which has a modular topology designed to connect up to 120 neutrino detection units. Earth and Sea Science (ESS) instrumentation at the EMSO-WL station is based on two complementary components: an instrumented interface module (MII) and an autonomous instrumented line (ALBATROSS) as well as a junction box (BJS). The BathyFamily is a package of innovative multi-instrumented platforms to observe the deep sea. BathyBot is an Internet Operated Vehicle (IOV) deployed from a landing station (BathyDock), and close to BathyReef a 3D-printed biomimetic colonizer."
